OBJECTID,Location Description,Size 1,Last Update Date,Last Editor,Size 2,Size 3,CatchID,DrainID,Inspection Status,Facility Type,Jurisdiction,Watershed Management Area,GlobalID,PRIORITY,Flow Monitoring Status,Flow Monitoring Deploy Date,Flow Monitoring Return Date,Next Inspection Date,POINT_X,POINT_Y,Persistent Flow,Facility Identifier,Survey Link,Outfall Capture Feasibility Study,Dry Weather Samples,Accessibility,Flow Measurement Count,Last Discharge Observation,Last Discharge Measurement Trend,AVGFLOWWIDTH,AVGFLOWDEPTH,AVGFLOWVEL,AVGDISCHARGE,MAXDISCHARGE,MINDISCHARGE
666,,84,7/16/2021 18:12,OCENVRESUSER,,,5235,E01,Verified,Outfall,Yorba Linda,North,{6E33A3CE-0B35-4110-B870-85622C29BD21},,,,,,-117.7359835,33.88055861,,E01-5235-4,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={6E33A3CE-0B35-4110-B870-85622C29BD21}&field:Station=E01-5235-4,No,No,,,,,,,,,,
667,,60,7/16/2021 18:12,OCENVRESUSER,,,5234,E01,Verified,Outfall,Yorba Linda,North,{7C6CF12F-0E83-4BEA-B083-92CE74718026},,,,,,-117.7384235,33.88182011,,E01-5234-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={7C6CF12F-0E83-4BEA-B083-92CE74718026}&field:Station=E01-5234-1,No,No,,,,,,,,,,
668,,,7/16/2021 18:12,OCENVRESUSER,,,5234,E01,Verified,Outfall,Yorba Linda,North,{9CCFEAD2-3183-4A40-83A0-61C7C9C46528},,,,,,-117.7416491,33.88176094,,E01-5234-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={9CCFEAD2-3183-4A40-83A0-61C7C9C46528}&field:Station=E01-5234-2,No,No,,,,,,,,,,
669,,,7/16/2021 18:12,OCENVRESUSER,,,5692,E01,Verified,Outfall,Anaheim,North,{5D7D29F2-0117-4173-B926-B0F1CBE6C1A3},,,,,,-117.7504355,33.87415096,,E01-5692-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={5D7D29F2-0117-4173-B926-B0F1CBE6C1A3}&field:Station=E01-5692-2,No,No,,,,,,,,,,
670,,,7/16/2021 18:12,OCENVRESUSER,,,5687,E01,Verified,Outfall,Anaheim,North,{56793A4C-4E92-49C0-9B16-1CE62D05603F},,,,,,-117.7503265,33.87302978,,E01-5687-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={56793A4C-4E92-49C0-9B16-1CE62D05603F}&field:Station=E01-5687-2,No,No,,,,,,,,,,
671,,,7/16/2021 18:12,OCENVRESUSER,,,5687,E01,Un-Verified,,Anaheim,North,{05B4BB8B-1A7A-4D60-9ECD-BC4D57FD2669},,,,,,-117.7503965,33.87296256,,E01-5687-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={05B4BB8B-1A7A-4D60-9ECD-BC4D57FD2669}&field:Station=E01-5687-2,No,No,,,,,,,,,,
672,,,7/16/2021 18:12,OCENVRESUSER,,,5692,E01,Verified,Outfall,Anaheim,North,{0E0D8C15-4D41-4D31-B65E-F6A8880D8940},,,,,,-117.7539299,33.87236769,,E01-5692-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={0E0D8C15-4D41-4D31-B65E-F6A8880D8940}&field:Station=E01-5692-1,No,No,,,,,,,,,,
673,,18,7/16/2021 18:12,OCENVRESUSER,,,5687,E01,Verified,Outfall,Anaheim,North,{0C51DFBB-1FA8-45E7-8845-4312168E7DD6},,,,,,-117.7570938,33.8702384,,E01-5687-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={0C51DFBB-1FA8-45E7-8845-4312168E7DD6}&field:Station=E01-5687-1,No,No,,,,,,,,,,
674,,,7/16/2021 18:12,OCENVRESUSER,,,5691,E01,Un-Verified,Outfall,Anaheim,North,{4B538DE0-5999-405E-B570-53056B3A814C},,,,,,-117.7574586,33.87011531,,E01-5691-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={4B538DE0-5999-405E-B570-53056B3A814C}&field:Station=E01-5691-1,No,No,,,,,,,,,,
675,,,7/16/2021 18:12,OCENVRESUSER,,,5691,E01,Un-Verified,,Anaheim,North,{255DF2E4-EA6C-4104-9B8B-FA4D12701413},,,,,,-117.7615887,33.86851721,,E01-5691-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={255DF2E4-EA6C-4104-9B8B-FA4D12701413}&field:Station=E01-5691-2,No,No,,,,,,,,,,
676,,,7/16/2021 18:12,OCENVRESUSER,,,5691,E01,Un-Verified,Outfall,Anaheim,North,{515E5DB8-4DB6-46B7-8E95-C71A6A0D2B36},,,,,,-117.7630272,33.86781465,,E01-5691-3,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={515E5DB8-4DB6-46B7-8E95-C71A6A0D2B36}&field:Station=E01-5691-3,No,No,,,,,,,,,,
677,,72,7/16/2021 18:12,OCENVRESUSER,,,5220,E01,Verified,Outfall,Anaheim,North,{0BECD044-F417-41E7-B19B-9185FB9BF36C},,,,,,-117.7660884,33.86737089,,E01-5220-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={0BECD044-F417-41E7-B19B-9185FB9BF36C}&field:Station=E01-5220-1,No,No,,,,,,,,,,
678,,60,7/16/2021 18:12,OCENVRESUSER,,,5220,E01,Verified,Outfall,Anaheim,North,{0D79E83D-2D3C-4B48-B318-BEF9397DEA6E},,,,,,-117.7683462,33.86626269,,E01-5220-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={0D79E83D-2D3C-4B48-B318-BEF9397DEA6E}&field:Station=E01-5220-2,No,No,,,,,,,,,,
679,,,7/16/2021 18:12,OCENVRESUSER,6,5,5221,E01,Verified,Box,Anaheim,North,{F770BCBC-2585-4268-B589-2F5E1C67D753},,,,,,-117.7695573,33.86460768,,E01-5221-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={F770BCBC-2585-4268-B589-2F5E1C67D753}&field:Station=E01-5221-1,No,No,,,,,,,,,,
680,,66,7/16/2021 18:12,OCENVRESUSER,,,6390,E01,Verified,Outfall,Anaheim,North,{004C11E5-D111-4831-938B-72D1CFEB643F},,,,,,-117.7713238,33.8648089,,E01-6390-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={004C11E5-D111-4831-938B-72D1CFEB643F}&field:Station=E01-6390-1,No,No,,,,,,,,,,
681,,36,7/16/2021 18:12,OCENVRESUSER,,,6390,E01,Un-Verified,,Anaheim,North,{9EF1DED7-C3AC-43B4-978D-6EC0492A9193},,,,,,-117.7713496,33.86480814,,E01-6390-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={9EF1DED7-C3AC-43B4-978D-6EC0492A9193}&field:Station=E01-6390-2,No,No,,,,,,,,,,
682,,,7/16/2021 18:12,OCENVRESUSER,,,6195,E01,Un-Verified,,Anaheim,North,{8A5AF871-D58D-4A40-AB7E-B5CD46F05E59},,,,,,-117.7752393,33.86287838,,E01-6195-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={8A5AF871-D58D-4A40-AB7E-B5CD46F05E59}&field:Station=E01-6195-1,No,No,,,,,,,,,,
683,,,7/16/2021 18:12,OCENVRESUSER,8,,6394,E01,Un-Verified,Box,Anaheim,North,{77A80A17-F742-49AE-B095-AEE2F8DAD892},,,,,,-117.7752095,33.86187914,,E01-6394-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={77A80A17-F742-49AE-B095-AEE2F8DAD892}&field:Station=E01-6394-1,No,No,,,,,,,,,,
684,,39,7/16/2021 18:12,OCENVRESUSER,,,5181,E01,Un-Verified,Outfall,Anaheim,North,{4299B9D1-3C5F-40A8-8C28-3A17EF46FE01},,,,,,-117.7760179,33.86250042,,E01-5181-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={4299B9D1-3C5F-40A8-8C28-3A17EF46FE01}&field:Station=E01-5181-1,No,No,,,,,,,,,,
685,,54,7/16/2021 18:12,OCENVRESUSER,,,5181,E01,Verified,Outfall,Anaheim,North,{951DCBF1-A1E5-4BC0-8D6A-E87C139AD231},,,,,,-117.7801827,33.86050829,,E01-5181-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={951DCBF1-A1E5-4BC0-8D6A-E87C139AD231}&field:Station=E01-5181-2,No,No,,,,,,,,,,
686,,,7/16/2021 18:12,OCENVRESUSER,,,6396,E01,Un-Verified,,Anaheim,North,{19EC29B0-B344-4343-87F5-1FF2DD884B05},,,,,,-117.7805256,33.85931344,,E01-6396-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={19EC29B0-B344-4343-87F5-1FF2DD884B05}&field:Station=E01-6396-1,No,No,,,,,,,,,,
687,,60,7/16/2021 18:12,OCENVRESUSER,,,5180,E01,Verified,Outfall,Anaheim,North,{AB10E8E5-D62A-4034-AFE1-2CAAC22F392D},,,,,,-117.7874001,33.85840345,,E01-5180-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={AB10E8E5-D62A-4034-AFE1-2CAAC22F392D}&field:Station=E01-5180-1,No,No,,,,,,,,,,
688,,,7/16/2021 18:12,OCENVRESUSER,8,6,5180,E01,Verified,Box,Anaheim,North,{CBA364AB-2C68-408F-B297-0EB766481356},,,,,,-117.790251,33.85789641,,E01-5180-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={CBA364AB-2C68-408F-B297-0EB766481356}&field:Station=E01-5180-2,No,No,,,,,,,,,,
689,,,7/16/2021 18:12,OCENVRESUSER,2,2,5712,E01,Un-Verified,Box,Anaheim,North,{29944A3C-9B08-4EAA-B047-9E2CD065F39B},,,,,,-117.7915023,33.85673469,,E01-5712-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={29944A3C-9B08-4EAA-B047-9E2CD065F39B}&field:Station=E01-5712-1,No,No,,,,,,,,,,
690,,18,7/16/2021 18:12,OCENVRESUSER,,,6212,E01,Verified,Outfall,Anaheim,North,{99378EBE-E54F-4AFA-9111-1F55118BC8B5},,,,,,-117.7926186,33.85746329,,E01-6212-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={99378EBE-E54F-4AFA-9111-1F55118BC8B5}&field:Station=E01-6212-1,No,No,,,,,,,,,,
691,,69,7/16/2021 18:12,OCENVRESUSER,,,6398,E01,Verified,Outfall,Anaheim,North,{1F129B65-BD2F-4952-9DCC-2FE1769D0443},,,,,,-117.7964905,33.8558828,,E01-6398-3,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={1F129B65-BD2F-4952-9DCC-2FE1769D0443}&field:Station=E01-6398-3,No,No,,,,,,,,,,
692,,30,7/16/2021 18:12,OCENVRESUSER,,,5710,E01,Verified,Outfall,Anaheim,North,{49263AF8-8D8A-44FF-83F8-29DA8B76CABB},,,,,,-117.7969444,33.85664649,,E01-5710-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={49263AF8-8D8A-44FF-83F8-29DA8B76CABB}&field:Station=E01-5710-1,No,No,,,,,,,,,,
693,,60,7/16/2021 18:12,OCENVRESUSER,,,6398,E01,Verified,Outfall,Anaheim,North,{E57F756C-6198-4905-B993-0E6431F08AEB},,,,,,-117.7993992,33.85538303,,E01-6398-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={E57F756C-6198-4905-B993-0E6431F08AEB}&field:Station=E01-6398-1,No,No,,,,,,,,,,
694,,54,7/16/2021 18:12,OCENVRESUSER,,,6398,E01,Verified,Outfall,Anaheim,North,{37A6722A-9900-4E23-AECF-A61189F2215A},,,,,,-117.8022834,33.85527039,,E01-6398-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={37A6722A-9900-4E23-AECF-A61189F2215A}&field:Station=E01-6398-2,No,No,,,,,,,,,,
695,,54,7/16/2021 18:12,OCENVRESUSER,,,6215,E01,Verified,Outfall,Anaheim,North,{1615A971-660E-4ABC-A32B-7F01981915FE},,,,,,-117.8094721,33.85604429,,E01-6215-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={1615A971-660E-4ABC-A32B-7F01981915FE}&field:Station=E01-6215-1,No,No,,,,,,,,,,
696,,60,7/16/2021 18:12,OCENVRESUSER,,,6214,E01,Verified,Outfall,Anaheim,North,{CB737C51-E192-4B25-A57A-B7A9BC768D31},,,,,,-117.813459,33.8557351,,E01-6214-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={CB737C51-E192-4B25-A57A-B7A9BC768D31}&field:Station=E01-6214-1,No,No,,,,,,,,,,
697,,36,7/16/2021 18:12,OCENVRESUSER,,,6214,E01,Verified,Outfall,Anaheim,North,{DBF38504-C642-45FC-B653-E5C8757D259C},,,,,,-117.8135249,33.85570831,,E01-6214-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={DBF38504-C642-45FC-B653-E5C8757D259C}&field:Station=E01-6214-2,No,No,,,,,,,,,,
698,,42,7/16/2021 18:12,OCENVRESUSER,,,6214,E01,Verified,Outfall,Anaheim,North,{279D2FAC-261A-484D-A1F7-CC2A74C66214},,,,,,-117.8165833,33.8549136,,E01-6214-3,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={279D2FAC-261A-484D-A1F7-CC2A74C66214}&field:Station=E01-6214-3,No,No,,,,,,,,,,
699,,48,7/16/2021 18:12,OCENVRESUSER,,,5128,E01,Verified,Outfall,Anaheim,North,{A1806DBA-AAF7-49C6-B2DC-10FAEC6CBB84},,,,,,-117.8184943,33.85433372,,E01-5128-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={A1806DBA-AAF7-49C6-B2DC-10FAEC6CBB84}&field:Station=E01-5128-1,No,No,,,,,,,,,,
700,,,7/16/2021 18:12,OCENVRESUSER,,,6182,E01,Verified,Outfall,Anaheim,North,{E073B428-B692-447D-BEE6-10AAAB72BB71},,,,,,-117.8223701,33.85314095,,E01-6182-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={E073B428-B692-447D-BEE6-10AAAB72BB71}&field:Station=E01-6182-1,No,No,,,,,,,,,,
701,,27,7/16/2021 18:12,OCENVRESUSER,,,6400,E01,Verified,Outfall,Anaheim,North,{DDFB1FA3-AE10-4C4E-8286-ED5A1B3434B1},,,,,,-117.8221537,33.85291618,,E01-6400-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={DDFB1FA3-AE10-4C4E-8286-ED5A1B3434B1}&field:Station=E01-6400-1,No,No,,,,,,,,,,
702,,21,7/16/2021 18:12,OCENVRESUSER,,,6182,E01,Verified,Outfall,Anaheim,North,{37D2ED19-69A5-4F20-95E6-BAB8C5CB6A87},,,,,,-117.8221639,33.85285447,,E01-6182-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={37D2ED19-69A5-4F20-95E6-BAB8C5CB6A87}&field:Station=E01-6182-2,No,No,,,,,,,,,,
703,,,7/16/2021 18:12,OCENVRESUSER,,,6359,E01,Verified,Outfall,Yorba Linda,North,{669376F6-EEC2-4008-83DC-B937C5FC69B7},,,,,,-117.6922471,33.87776439,,E01-6359-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={669376F6-EEC2-4008-83DC-B937C5FC69B7}&field:Station=E01-6359-1,No,No,,,,,,,,,,
704,,42,7/16/2021 18:12,OCENVRESUSER,,,5657,E01,Un-Verified,,Yorba Linda,North,{A67EF4EF-4E54-4C2F-8E35-E6207FC84A56},,,,,,-117.7002627,33.87553465,,E01-5657-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={A67EF4EF-4E54-4C2F-8E35-E6207FC84A56}&field:Station=E01-5657-1,No,No,,,,,,,,,,
705,,36,7/16/2021 18:12,OCENVRESUSER,,,5657,E01,Un-Verified,,Yorba Linda,North,{A845F1CA-712F-4D7E-84B6-317A2345FE9D},,,,,,-117.6993115,33.87579404,,E01-5657-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={A845F1CA-712F-4D7E-84B6-317A2345FE9D}&field:Station=E01-5657-2,No,No,,,,,,,,,,
706,,,7/16/2021 18:12,OCENVRESUSER,3,3,6189,E01,Verified,Box,Yorba Linda,North,{FE602017-826F-4FBF-B0D6-0A8E6086936C},,,,,,-117.6925552,33.87463585,,E01-6189-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={FE602017-826F-4FBF-B0D6-0A8E6086936C}&field:Station=E01-6189-1,No,No,,,,,,,,,,
707,,60,7/16/2021 18:12,OCENVRESUSER,,,5557,E01,Verified,Outfall,Yorba Linda,North,{7C462C7E-7868-4468-B63A-489272D28DFC},,,,,,-117.7033447,33.87121394,,E01-5557-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={7C462C7E-7868-4468-B63A-489272D28DFC}&field:Station=E01-5557-1,No,No,,,,,,,,,,
708,,60,7/16/2021 18:12,OCENVRESUSER,,,5225,E01,Un-Verified,Outfall,Yorba Linda,North,{F9279BB9-0899-4EE0-8CEB-711F8ABD142E},,,,,,-117.7324722,33.87055577,,E01-5225-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={F9279BB9-0899-4EE0-8CEB-711F8ABD142E}&field:Station=E01-5225-1,No,No,,,,,,,,,,
709,,,7/16/2021 18:12,OCENVRESUSER,,,5685,E01,Un-Verified,,Yorba Linda,North,{CE847E98-9360-49D4-A0D9-83139D05C04E},,,,,,-117.7310919,33.87000154,,E01-5685-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={CE847E98-9360-49D4-A0D9-83139D05C04E}&field:Station=E01-5685-1,No,No,,,,,,,,,,
710,,,7/16/2021 18:12,OCENVRESUSER,,,6170,E01,Verified,Outfall,Yorba Linda,North,{06B9A505-6004-44E9-986A-1D1D3883D89C},,,,,,-117.7458438,33.87564731,,E01-6170-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={06B9A505-6004-44E9-986A-1D1D3883D89C}&field:Station=E01-6170-1,No,No,,,,,,,,,,
711,,24,7/16/2021 18:12,OCENVRESUSER,,,5310,E06,Verified,Outfall,Yorba Linda,North,{AAA4AA4C-B081-4D03-9BA7-4DF7573D1A40},,,,,,-117.7637533,33.88565405,,E06-5310-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={AAA4AA4C-B081-4D03-9BA7-4DF7573D1A40}&field:Station=E06-5310-1,No,No,,,,,,,,,,
712,,18,7/16/2021 18:12,OCENVRESUSER,,,6382,E06,Verified,Outfall,Yorba Linda,North,{D87EA999-80E8-4E1A-8B85-2C0DA5450359},,,,,,-117.7654942,33.89035572,,E06-6382-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={D87EA999-80E8-4E1A-8B85-2C0DA5450359}&field:Station=E06-6382-1,No,No,,,,,,,,,,
713,,18,7/16/2021 18:12,OCENVRESUSER,,,4794,E06,Verified,Outfall,Yorba Linda,North,{703DB95D-3C22-4DE3-A139-F89A1DF4DD49},,,,,,-117.7655378,33.89038703,,E06-4794-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={703DB95D-3C22-4DE3-A139-F89A1DF4DD49}&field:Station=E06-4794-1,No,No,,,,,,,,,,
714,,18,7/16/2021 18:12,OCENVRESUSER,,,5312,E06,Verified,Outfall,Yorba Linda,North,{2EEAFC3C-C13D-4BF7-B525-573E47D91645},,,,,,-117.7656272,33.8914422,,E06-5312-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={2EEAFC3C-C13D-4BF7-B525-573E47D91645}&field:Station=E06-5312-1,No,No,,,,,,,,,,
715,,18,7/16/2021 18:12,OCENVRESUSER,,,5312,E06,Verified,Outfall,Yorba Linda,North,{E49179F1-B8D9-45C8-B5F3-9F140424A6C4},,,,,,-117.7656116,33.89228332,,E06-5312-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={E49179F1-B8D9-45C8-B5F3-9F140424A6C4}&field:Station=E06-5312-2,No,No,,,,,,,,,,
716,,,7/16/2021 18:12,OCENVRESUSER,,,5709,E01,Un-Verified,,Yorba Linda,North,{F1534D2C-A398-4EF5-A6EB-547FC8161245},,,,,,-117.7872438,33.88028292,,E01-5709-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={F1534D2C-A398-4EF5-A6EB-547FC8161245}&field:Station=E01-5709-1,No,No,,,,,,,,,,
717,,18,7/16/2021 18:12,OCENVRESUSER,,,5709,E01,Verified,Outfall,Yorba Linda,North,{B02362E6-A63E-4E51-82BF-BF189969C3F6},,,,,,-117.7862712,33.8787284,,E01-5709-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B02362E6-A63E-4E51-82BF-BF189969C3F6}&field:Station=E01-5709-2,No,No,,,,,,,,,,
718,,,7/16/2021 18:12,OCENVRESUSER,,,5709,E01,Un-Verified,,Yorba Linda,North,{F747F78E-CD41-4380-9EB3-09797B90B353},,,,,,-117.7863658,33.87854019,,E01-5709-3,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={F747F78E-CD41-4380-9EB3-09797B90B353}&field:Station=E01-5709-3,No,No,,,,,,,,,,
719,,,7/16/2021 18:12,OCENVRESUSER,,,6210,E04,Un-Verified,,Anaheim,North,{EB9965C9-24ED-4F16-BD92-C699CDE7E49C},,,,,,-117.7924229,33.86022297,,E04-6210-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={EB9965C9-24ED-4F16-BD92-C699CDE7E49C}&field:Station=E04-6210-1,No,No,,,,,,,,,,
720,,,7/16/2021 18:12,OCENVRESUSER,,,6210,E04,Un-Verified,,Anaheim,North,{7B250939-B74D-43DA-B0C4-7E3DF678FB69},,,,,,-117.7924208,33.86095225,,E04-6210-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={7B250939-B74D-43DA-B0C4-7E3DF678FB69}&field:Station=E04-6210-2,No,No,,,,,,,,,,
721,,30,7/16/2021 18:12,OCENVRESUSER,,,1819,A01,Un-Verified,Outfall,Seal Beach,North,{D7D9B6AF-D281-4696-A3B7-D867D5963F2E},,,,,,-118.0903851,33.75318124,,A01-1819-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={D7D9B6AF-D281-4696-A3B7-D867D5963F2E}&field:Station=A01-1819-1,No,No,,,,,,,,,,
722,,42,7/16/2021 18:12,OCENVRESUSER,,,818,C00,Verified,Outfall,Seal Beach,North,{127AC5B5-7A6B-4033-8070-94409A72B603},,,,,,-118.0973641,33.73735864,,C00-2818-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={127AC5B5-7A6B-4033-8070-94409A72B603}&field:Station=C00-2818-1,No,No,,,,,,,,,,
723,,21,7/16/2021 18:12,OCENVRESUSER,,,2820,C00,Un-Verified,Outfall,,North,{F20487A6-F3CB-46AD-9715-2BE6D463A340},,,,,,-118.0977935,33.73687508,,C00-2820-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={F20487A6-F3CB-46AD-9715-2BE6D463A340}&field:Station=C00-2820-1,No,No,,,,,,,,,,
724,,36,7/16/2021 18:12,OCENVRESUSER,,,2077,C00,Un-Verified,,Seal Beach,North,{BDC1ACC5-BDE3-4848-AE93-0EC862D773B9},,,,,,-118.096436,33.73836129,,C00-2077-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BDC1ACC5-BDE3-4848-AE93-0EC862D773B9}&field:Station=C00-2077-1,No,No,,,,,,,,,,
725,,33,7/16/2021 18:12,OCENVRESUSER,,,1799,C01,Un-Verified,Outfall,Seal Beach,North,{5CBD9E0F-A6EC-4B33-95C1-925D5527A3AC},,,,,,-118.085349,33.76381003,,C01-1799-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={5CBD9E0F-A6EC-4B33-95C1-925D5527A3AC}&field:Station=C01-1799-1,No,No,,,,,,,,,,
726,,,7/16/2021 18:12,OCENVRESUSER,,,1799,C01,Un-Verified,Outfall,Seal Beach,North,{192E4793-CCDE-4E65-B588-62BFFE9CD14C},,,,,,-118.0831394,33.76508412,,C01-1799-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={192E4793-CCDE-4E65-B588-62BFFE9CD14C}&field:Station=C01-1799-2,No,No,,,,,,,,,,
727,,,7/16/2021 18:12,OCENVRESUSER,,,2548,C01,Un-Verified,,Seal Beach,North,{12978F47-D253-4812-98FD-814B7F286F46},,,,,,-118.0830867,33.76504062,,C01-2548-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={12978F47-D253-4812-98FD-814B7F286F46}&field:Station=C01-2548-1,No,No,,,,,,,,,,
728,,36,7/16/2021 18:12,OCENVRESUSER,,,2804,C01,Verified,Outfall,Seal Beach,North,{DFC07484-4681-4CC9-A06D-F915779F458A},,,,,,-118.0799317,33.7669407,,C01-2804-1,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={DFC07484-4681-4CC9-A06D-F915779F458A}&field:Station=C01-2804-1,No,No,,,,,,,,,,
